customer_id,customer_name,email,phone,address,signup_date,rejection_reason,rejection_timestamp
CUST5012,Chelsea Jimenez,lacey36@gmail.com,841.682.9396,"17500 Roach Shoal, Newtonberg, LA 94690",2024-01-27,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5013,Jenna Jones,qtaylor@savage.org,+1-428-943-6677x1836,"2005 Christine Mountain Apt. 286, East Angelamouth, AL 98084",2024-01-04,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5014,Michael Hardy,jenny48@hotmail.com,(852)303-7559x9423,"0573 Susan Knoll, South Jeanmouth, ND 17068",2020-02-27,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5015,David Decker,emma51@edwards.com,+1-802-368-8195,"485 John Lodge, New Janet, AR 25107",2022-06-28,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5016,Cheryl Ford,whiteanna@clark.com,826.357.6607x97417,"Unit 0497 Box 4320, DPO AE 79303",2022-08-14,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5017,Darryl Horn,kara87@yahoo.com,0352542939,"2559 Lane Estates, West Ryanmouth, ID 03758",2019-11-09,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5018,Walter Martin,scottteresa@yahoo.com,894.728.6828x551,"11078 Christine Courts Apt. 117, Port Kathystad, LA 67439",2023-11-20,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5019,Jessica Ward,mariah17@zamora-reilly.com,(916)367-5915,"313 Gordon Streets, Nguyenburgh, FL 20856",2022-10-28,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5020,Mary Ortiz,tammyrojas@tate-cabrera.net,(122)814-9106,"78494 Justin Pike, South Eric, DE 69417",2019-01-28,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5021,Erica Rogers,renee80@yahoo.com,001-180-085-4771,"05645 Jacobs Radial Apt. 475, New Mark, VT 63545",2020-03-20,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5022,Jessica Howard,gpowell@yahoo.com,+1-628-435-1690,"049 Rojas Path, West Ethanview, IA 66718",2022-09-09,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5023,Gilbert Hensley,michael50@hotmail.com,837.352.8016,"12265 Nathan Unions Apt. 660, East Jasonton, ME 60980",2020-03-07,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5024,Kimberly Gilbert,kimberlywilliams@adams-williams.com,336.267.8239x05472,"14932 Harris Ports, Deniseton, CT 33082",2021-03-15,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5025,Jennifer Miller,tstephenson@hotmail.com,(593)962-7875x153,"2533 Marquez Orchard, New Brianaville, NH 75069",2019-01-21,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5026,Billy Hill,waltonlaura@cole-curry.com,842-141-6508,"7796 Hernandez Skyway Suite 550, Reedville, NJ 37245",2019-03-16,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5027,Chad Choi,carolynsmith@gonzalez.com,4838874304,"696 Jonathon Corners Apt. 541, South Angelica, IA 00813",2019-03-16,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5028,Karen Torres,christianstanley@ochoa.biz,+1-929-590-6415x1608,"9992 Debra Tunnel, Lake Jacquelineshire, NV 56372",2022-06-24,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5029,Molly Davis,ricardolopez@gmail.com,001-168-917-7926x55280,"USS Gallagher, FPO AA 16036",2024-03-09,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5030,Virginia Lee,levinejessica@yahoo.com,260-835-5158x0045,"001 Owen Courts Suite 067, Helenton, WV 70334",2020-03-27,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5031,Frank Walters,kathryn19@vaughn-miles.org,560-233-0508,"PSC 5225, Box 0216, APO AA 22183",2024-10-17,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5032,Vanessa Strong,vicki91@gmail.com,001-220-673-4049x190,"032 Rose Stravenue, Lake Michael, MO 31007",2019-03-23,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5033,Rhonda Schmidt,ltaylor@yahoo.com,001-994-242-6578x31622,"39595 Wendy Springs, Tyroneland, NY 56519",2024-08-08,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5034,Kimberly Ruiz,fzuniga@yahoo.com,(690)149-4308,"3292 Heidi Ways, Lake Bridget, MS 11236",2021-08-26,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5035,Ronald Rodriguez,doylejames@smith.info,515.218.0242,"151 Darren Well, New Aliciaton, HI 22438",2022-01-28,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5036,Brian Deleon,nsmith@camacho.org,+1-789-934-8776,"8029 Good Village Apt. 674, Johnburgh, IA 42504",2024-10-09,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5037,Erika Bass,anthony75@yahoo.com,884.002.1758x8937,"58668 Thomas Mews, Barronchester, ND 36995",2022-05-19,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5038,Theodore Holt,owenmelissa@gonzalez-russell.info,4792257863,"60974 Martinez Court Suite 860, West Daniel, WV 59256",2021-12-17,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5039,Alexis Oconnor,boydjennifer@yahoo.com,+1-345-178-8076x063,"PSC 3494, Box 6988, APO AA 21831",2021-04-02,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5040,Jacob Sanchez,kathrynhernandez@sweeney.org,116-433-8243,"08152 Richard Mews, North Christine, AR 87843",2023-07-03,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5041,John Newton,jennifer36@hotmail.com,771-072-8380x8671,"327 Jose Pass Suite 928, North Jeffrey, UT 50590",2024-01-05,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5042,Tracy Hill,colinadams@yahoo.com,+1-689-845-4013x74203,"9717 Hahn Greens Apt. 454, Dominiquestad, VT 18917",2024-05-06,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5043,Alexander Evans,leverett@wong.org,+1-752-822-9119x7115,"91066 Meadows Drives Apt. 408, Smithtown, NY 49480",2022-06-10,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5044,William Miller,hawkinsmargaret@yahoo.com,(550)166-7044,"0605 Powell Hollow, Amandaland, TX 03396",2022-09-17,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5045,William Franco,xfarrell@parker-carr.com,(523)496-9407x042,"254 Jennifer Square, Kellychester, HI 61559",2019-03-03,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5046,Dale Baker,emilynunez@gmail.com,+1-158-627-1173x8052,"5318 Rachel Tunnel Apt. 108, West Juanborough, OR 88099",2022-04-20,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5047,Diana Brady,timothy45@yahoo.com,4474672893,"978 Peterson Locks Suite 829, Riveraville, MI 12656",2020-03-13,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5048,Casey Willis,turnercharles@pearson.com,001-170-552-4842x9090,"6667 Robinson Ways, East Jamesshire, CA 11951",2022-10-31,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5049,Robert Baker,shawn95@hotmail.com,3301735372,"89723 Carol Shore, Colleenbury, RI 41136",2020-01-09,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5050,James Torres,fhill@wong-hill.com,+1-907-203-3589,"1686 Chavez Square Apt. 644, New David, IN 10712",2020-09-21,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5051,John Anderson,richardanderson@farmer-bowman.org,812-025-6500,"2223 Allen Bridge Apt. 903, Sheachester, PA 91987",2023-04-26,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5052,Joseph Koch,joseph33@roberts-clark.com,774.415.0789x88503,"55835 Deborah Crescent Suite 782, Davisview, IA 69713",2024-02-13,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5053,Andrea Brown,shirley91@taylor.com,517-825-7306,"86225 Joe Passage, Josephborough, DE 38060",2021-12-10,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5054,Emily Weber,rstewart@baker-hunter.com,061-876-0903x813,"966 Brandon Knolls, Georgemouth, NY 34373",2022-11-29,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5055,Catherine Mays,cmcdonald@yahoo.com,001-526-930-6375x65261,"725 Ochoa Crossroad, Port Samanthamouth, IN 21329",2022-02-14,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5056,Erin Rhodes,stephanie43@james.com,806-586-5368x559,"708 Lisa Ferry, North Leah, NH 50293",2021-06-26,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5057,Gregory Roberts,katherineholland@miller.com,721.551.8527,"704 Terri Trace, Fernandezside, LA 65682",2021-01-19,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5058,Tracey Carter,bbrown@yahoo.com,153-142-1922,"925 Smith Throughway Apt. 530, North Evan, OH 45755",2024-02-04,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5059,Joseph Blair,william83@gilbert.info,+1-284-509-0297x954,"209 Barber Stream, Chadside, VA 80060",2024-03-25,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5060,Christopher Cole,jessicadean@marshall.biz,896-118-4604x03814,"2867 Gonzales Turnpike, West Alexander, VA 04834",2021-11-27,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5061,Kyle Ball,kevin11@yahoo.com,965-332-9057,"31147 David Dam, Port Shelbyberg, IA 05767",2024-05-02,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5062,Tami Frye,smithhaley@yahoo.com,294.010.6813,"02784 French Ports, North Catherineview, NM 32958",2020-01-20,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5063,Jennifer Cunningham,laurawilliams@johnson-gordon.org,(470)071-3048x39856,"PSC 1286, Box 2362, APO AA 70957",2019-12-07,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5064,Maria House,andreabrooks@hotmail.com,514.663.5577x5866,"PSC 6461, Box 8427, APO AP 44515",2020-12-07,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5065,Norma Stevens,austin72@hotmail.com,(378)854-3149x5620,"00876 White Springs, Port April, MS 90459",2019-08-02,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5066,Rebecca Suarez,daviselijah@myers.com,284-203-6601,"73889 Huynh Wall Suite 599, Kaylabury, AK 56551",2021-10-25,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5067,Amy Armstrong,jeremycox@gmail.com,001-376-931-4133,"629 Pace Bridge, West Gina, DE 91676",2023-01-15,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5068,Daniel Wilson,ulyons@mcbride.info,462-172-7511x225,"47549 Natasha Forge, Lake Sean, HI 72726",2022-09-23,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5069,April Snyder,bowenbrandon@gonzalez.biz,001-407-250-6619,"123 Melissa Freeway Apt. 030, West Rodney, MN 42237",2023-01-14,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5070,Jeffrey Crane,nhughes@obrien.biz,557-511-8104,"706 Juan Plaza Apt. 253, Davidsonbury, MS 36383",2019-08-22,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5071,Kayla Thompson,crollins@sanchez.com,413-185-7456x8228,"48871 Elizabeth Crossing, Pittmanhaven, DE 67668",2023-04-22,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5072,Taylor Mcclure,sean61@yahoo.com,001-569-010-8776x549,"7262 Molly Stravenue Apt. 565, Josephview, WI 97664",2022-10-29,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5073,Gwendolyn English,travislogan@hotmail.com,3423443629,"842 Smith Cape, Lake Williamton, NJ 63212",2020-12-13,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5074,Rachel Ramsey,angelicalewis@scott.com,672.229.5720,"049 Hudson Shoals Suite 065, Brennanport, CA 61439",2022-03-12,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5075,Debra Atkinson,frich@jackson.com,141-974-7710x9885,"225 Knight Light, Jennashire, TN 19594",2024-05-04,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5076,Edward Gonzales,vmedina@guerra.org,751.701.5795x4277,"46943 Marcus Camp Apt. 383, West Angela, UT 92144",2019-07-01,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5077,Timothy Ortiz,sandra13@yahoo.com,(051)413-2585,"PSC 6864, Box 5709, APO AA 30792",2024-08-27,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5078,Lisa Randolph,bergjoel@gmail.com,998-675-6456,"USCGC Gates, FPO AE 56832",2022-05-25,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5079,Nicholas Romero,bakermaria@yahoo.com,553-946-2830,"8650 Simmons Roads, New Kayla, AR 60818",2022-07-31,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5080,Andrea Davis,millerjohn@gmail.com,001-691-201-8577x4072,"250 James Valleys, Bowenmouth, NE 02356",2022-01-11,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5081,Tyler Reed,harryphillips@shelton.org,(241)333-7463,"11041 William Route, Jonesberg, AK 57001",2022-08-03,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5082,Derek Rogers,ryan87@dennis-daniels.com,422.922.1143x112,"0376 Michael Rapids, Jamesberg, ME 42126",2019-11-04,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5083,Chad Miller,brownbrenda@miranda.com,012-789-9232x26872,"7519 Odom Ports Apt. 043, Taylorshire, VT 19134",2022-11-30,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5084,Eric Lambert,ebrown@yahoo.com,001-517-376-2984x372,"8630 Casey Alley, Waltonfurt, RI 79062",2019-03-23,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5085,Katelyn Ward,rjones@hotmail.com,2356847439,"373 Johnson Ways Apt. 913, East Michaeltown, CO 54563",2024-01-13,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5086,Sheila Briggs,davidlee@thomas.info,(723)530-0943x5155,"945 Wood Spur Apt. 476, Alexandraville, KS 12349",2020-12-12,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5087,William Krueger,vmaldonado@yahoo.com,001-489-414-7338x99271,"291 Smith Cliff Apt. 699, Guyshire, NY 62162",2023-01-10,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5088,Ashley Merritt,davidberger@hotmail.com,104.924.3602,"88727 Sutton Shoals Apt. 219, Nortonfort, RI 06108",2022-04-21,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5089,Elizabeth Wise,pfoster@mason-robertson.com,001-218-698-9172x0046,"PSC 2168, Box 0176, APO AA 36243",2021-12-19,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5090,Richard Cox,edward17@harris.org,001-419-365-0270x582,"722 Ashley Manor, Steventon, LA 88207",2024-07-04,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5091,Justin Conway,hgriffin@murphy.biz,001-304-611-2235x5449,"67111 Davis Underpass, New Ashley, CT 23283",2019-01-08,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5092,Courtney Ellis,uhernandez@gmail.com,+1-077-881-8777,"39245 Terrance Drive Apt. 196, Port Laura, KS 34204",2023-12-30,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5093,Richard Johnson,santiagorobert@hotmail.com,+1-206-842-1097x07472,"31851 Hampton Mountains Apt. 001, Danton, LA 42701",2020-10-08,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5094,Timothy Hoffman,hebertcourtney@palmer-brown.com,395.943.2353x74799,"0925 Osborne Extensions, South Victoriahaven, WI 89591",2021-09-26,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5095,Lori Davis DVM,ibrown@hotmail.com,(850)247-6666x63924,"0802 Lewis Radial Suite 147, Jessicaborough, ND 60494",2022-11-24,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5096,Nicholas Foster,cwhite@smith-webster.info,4263374872,"8959 Myers Fords, New Darryl, MO 65380",2021-08-13,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5097,Sandra Lane,ehernandez@simmons.biz,963.493.9921x6699,"USNV Austin, FPO AE 88984",2020-04-09,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5098,Nicole Brewer,paynerachel@yahoo.com,(262)997-7898x809,"32507 Hull Pine Suite 293, Andrewview, ME 32171",2019-07-15,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5099,Dr. Shannon Casey,montoyasamuel@gmail.com,001-122-614-6175x1981,"USS Alvarez, FPO AE 05611",2023-04-06,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5100,Sharon Maddox,leahramos@larsen.com,190.388.0082x6226,"5664 Moran Branch, Hawkinsmouth, AZ 22328",2023-12-29,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5101,Emma Williams,oking@yahoo.com,+1-598-448-5632,"0346 Smith River, New Alexis, MA 87689",2023-04-01,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5102,Robert Barton,omaldonado@rodgers.com,(598)393-3087,"39400 Leslie Loop Suite 316, Halltown, AK 18362",2019-05-31,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5103,Derrick Thomas,john36@peters.com,0930731349,"727 Nelson Drives, Smithberg, NJ 19030",2022-08-21,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5104,Amber White,tiffanyparker@gmail.com,454-705-7697x8859,"2343 Murray Knolls Suite 303, Martinezport, WI 21545",2019-04-15,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5105,William Martinez,michelle32@yahoo.com,(302)062-6700x7050,"PSC 8685, Box 3859, APO AE 14567",2019-02-21,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5106,Rebekah Smith,smithrachel@allen.com,576.721.6656x787,"59528 Jesse Spur, East Jamesfort, VA 87373",2024-02-24,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5107,Lauren Miller,garynewton@copeland.org,001-015-773-8037,"27957 Moran Branch, Jonesfurt, CO 95205",2021-10-21,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5108,Leah Conner,susan39@hotmail.com,001-726-752-7924x5925,"0861 Shane Falls, Andreastad, MA 92191",2021-05-19,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5109,Jackie Rollins,margaret22@sanchez.com,065-430-0591,"693 Todd Course, Wagnerborough, AK 46003",2020-12-22,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5110,Cheryl Petersen,powersjoseph@parker.com,167.197.4314x920,"3341 Angela Villages, Barberberg, CA 69434",2024-03-20,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5111,Dr. Julia Brooks DVM,rmendoza@chan.com,+1-337-336-9881x8722,"390 Baldwin Light Apt. 791, Travismouth, WV 24534",2020-02-25,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5112,Shirley Santiago,wrightkathleen@meadows.com,193.714.7324,"Unit 1112 Box 9016, DPO AP 55249",2023-06-28,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5113,Jeffrey Mathis,kaitlynpark@gmail.com,+1-634-470-9510,"5233 Jason Island, Kleinville, GA 71927",2019-08-17,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5114,Jeremy Pacheco PhD,rbest@gmail.com,001-316-153-5312x3146,"28269 Michael Walk Apt. 188, New Sandraland, NC 45340",2021-12-18,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5115,Trevor Taylor,esparzadavid@ellis.biz,853-034-2768x724,"PSC 2169, Box 3234, APO AA 01315",2020-03-04,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5116,Jeffrey Price,katherinehill@gmail.com,(432)991-9396,"1491 Lori Turnpike Suite 191, Matthewtown, AR 29022",2020-07-15,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5117,Peter Trujillo,michael41@gmail.com,001-511-625-0685x118,"596 Smith Rue, Melissahaven, IL 59267",2019-08-28,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5118,Kurt Turner,jonathanjohnson@wallace-gonzalez.com,(043)693-6054x946,"Unit 2443 Box 1309, DPO AE 66855",2019-02-12,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5119,Gina Greer,paul60@yahoo.com,(561)282-4558x41602,"20735 Hudson Forges, Lake Jennifer, NM 96604",2021-11-21,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5120,Bridget Waller,jeffrey94@young-reed.net,001-448-690-3147x5656,"8922 Sexton Way, South Justin, HI 96132",2023-09-30,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5121,Jennifer Jones,sanchezjoshua@yahoo.com,(718)317-3037x5950,"70344 Jenkins Road, Port Geraldstad, FL 13189",2024-11-18,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5122,Jeremy Page,rgarza@gmail.com,+1-783-015-4458x474,"29368 Haley Junction Apt. 895, South Michaelport, AZ 17076",2022-03-12,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5123,William Smith,heidihill@brandt.biz,001-562-568-7402x57312,"73464 Melissa Glen, Bradleyview, WI 66443",2019-10-07,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5124,Adam Wood,carrolljackson@gmail.com,001-017-459-4451x79149,"USS Pugh, FPO AP 97505",2022-09-28,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5125,Theodore Cobb,sandy96@yahoo.com,001-275-841-5083x5853,"873 Nicholas Pike, Mariatown, OK 20250",2024-05-26,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5126,Ashley Villa,mlawrence@yahoo.com,246.185.0202x15191,"99238 Robert Circles, Brookeshire, IN 92016",2022-10-18,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5127,Michael Alexander,obarber@allen.net,(931)121-7687,"071 Nicholas Summit, Harperbury, WV 02776",2021-12-23,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5128,Charles Barajas,garciamichael@hotmail.com,690-132-4721x3020,"76267 Karen Village, East Derek, NM 81974",2022-10-01,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5129,Elizabeth Hampton,rachael77@yahoo.com,220.304.9797,"3906 Nicole Drive, Port Luke, NV 74174",2021-08-05,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5130,Debra Baker,lauren85@yahoo.com,075.093.8235,"6086 Perry Gardens Apt. 684, Lake Seanmouth, SD 60805",2019-07-13,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5131,Erin Murray,xmason@yahoo.com,302-340-4972,"9741 Calvin Parkway, Lake Gregorytown, NH 86187",2024-10-30,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5132,Jesse Spencer,riosjoshua@yahoo.com,(181)601-4585,"720 Adam Cove Apt. 252, Jeffreymouth, UT 89604",2021-09-02,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5133,Christine Boyle,yjohnson@wells.com,(953)179-9443x30715,"9880 Steele Junctions Suite 884, South Daniel, IN 27852",2023-12-17,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5134,Angel Blankenship,hannahjimenez@webster-rivera.com,3619162807,"56723 Novak Cliff Suite 680, Brownchester, VT 04072",2024-11-13,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5135,Amanda Jones,gonzalescolin@gmail.com,491.345.9805x034,"USNS Clark, FPO AP 49245",2019-03-15,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5136,Christina Gibbs,hartkyle@cole-smith.biz,846-270-1576,"88959 King Courts, Arianamouth, AZ 83457",2023-04-17,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5137,Bobby Brown,aallison@curry-nelson.com,227-054-6449x335,"1284 Frederick Shoal, Patriciaside, ND 14723",2022-07-29,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5138,Kara Medina,lloydnatalie@ford.info,001-310-074-7922,"561 Julie Meadow Suite 541, East Susanberg, SD 18152",2019-06-24,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5139,John Ramos,qwilson@brennan.com,922.957.2951,"760 Debra Crescent Apt. 993, Emilybury, PA 16058",2024-11-17,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5140,Zachary Parks,richardcooper@hernandez-ware.com,007.951.4758x038,"072 Bethany Burgs Suite 664, Murrayland, VT 86628",2021-04-11,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5141,Shelby Murphy,qgutierrez@gmail.com,960-102-7936,"11601 Kane Summit Apt. 220, South Mollybury, NY 37841",2020-04-12,Duplicate key constraint violation,2025-08-22 23:04:41.971192
CUST5142,Jeremiah Brown,stricklandshane@yahoo.com,781.158.9748,"261 Scott Pine Apt. 790, North Alexisborough, HI 94727",2021-09-25,Duplicate key constraint violation,2025-08-22 23:04:41.971192
