customer_id,customer_name,email,phone,address,signup_date,rejection_reason,rejection_timestamp
CUST2028,Jose Robles,jasmineayers@gmail.com,4898755452,"476 Thomas Fords, New Krystalmouth, IA 01937",2022-10-14,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2029,Mrs. Amy Bailey DDS,david28@gmail.com,622-086-7295,"1799 John Spurs Apt. 365, Leonardport, SC 65532",2022-01-10,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2030,Ana Moon,alexanderalicia@gmail.com,617.824.5669,"531 Geoffrey Stravenue, Howardton, AL 41120",2024-07-09,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2031,Brett Walton,scottnelson@yahoo.com,+1-259-998-1725x4289,"64639 William Drives Apt. 358, Stanleyfurt, SC 37629",2023-05-28,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2032,Cesar Young,ewingderek@gmail.com,001-593-598-4370x216,"82822 Tiffany Camp Apt. 933, Port Justin, TN 42044",2019-03-02,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2033,Mary Dalton,cfields@hogan.com,1224590293,"8070 Cindy Vista Suite 129, Marytown, AZ 72811",2022-06-26,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2034,Marcia Olson,devinberry@yahoo.com,(144)027-8239x8506,"PSC 4769, Box 5029, APO AP 04920",2024-12-12,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2035,Mary Nelson,russell20@hotmail.com,+1-167-168-0251x3134,"13161 Donna Light Apt. 844, Kaitlinhaven, SD 18204",2022-03-26,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2036,Marcus Howell,ashley57@allen.com,+1-338-837-0867x0709,"53848 Gregory Common, Davisland, OK 80701",2024-04-04,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2037,Craig Kelley,mcintoshrachel@turner.com,(184)654-3719x23448,"976 Friedman Loaf, West Matthew, WA 88454",2019-05-24,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2038,Emily Thompson,ggaines@roberts-mccann.com,+1-925-762-4608x77875,"498 Ayala Rest, Amyton, MS 12321",2024-12-18,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2039,Joseph Rice,orodriguez@yahoo.com,584.868.4815x5091,"635 Melissa Village Suite 453, Lake Amandaport, MI 15005",2021-12-10,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2040,Kimberly Hopkins,jimenezmonica@gmail.com,+1-499-154-4812x80413,"0227 Moore Circles Suite 240, Jacquelinehaven, DC 86669",2019-06-06,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2041,Emily Flynn,kanderson@stevens-perez.biz,216.620.8099,"58920 Hayes Road Suite 101, North Lauraland, AZ 54275",2024-02-11,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2042,Gary Snyder,aprilsmith@yahoo.com,001-640-333-1135x9124,"0182 Harris Islands Apt. 348, South Andrew, ID 29405",2023-06-07,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2043,Nancy Johnson,richard59@prince.com,(655)827-0807,"52390 Meyer Ford, Douglasshire, IL 18087",2020-05-06,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2044,Renee Smith,bradley49@hotmail.com,+1-891-357-6246x133,"2109 Cox Points, North Linda, IA 10321",2023-07-12,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2045,Alicia Taylor,stephanie51@lopez-king.com,(429)618-0342x6434,"381 Pam Station, Sharonmouth, SC 26253",2022-11-20,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2046,Amy Solomon,lisa79@gmail.com,057-529-2554,"2934 Edwards Inlet Apt. 019, New Kristaview, MT 69715",2024-07-24,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2047,Pamela Leonard,mary00@luna.info,001-692-824-7845x741,"20320 Johnson Shoals Apt. 090, Vanessafurt, MD 32255",2019-07-29,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2048,Monique Jacobson,mcintoshkimberly@yahoo.com,070.385.0464x382,"0095 Dillon Lake, South Angelaville, ME 60079",2019-03-26,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2049,James Banks,mcdonaldtimothy@garrett.com,+1-642-904-1848x63013,"USNV Strong, FPO AA 91832",2022-01-23,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2050,Meghan Richardson,shane21@hotmail.com,(399)848-7485x16572,"882 Brian Fall Apt. 609, Townsendport, MT 56128",2019-05-21,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2051,James Williams,uavery@gmail.com,(269)015-5364,"43845 Wells Street Suite 835, Davidfort, WY 03234",2021-11-06,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2052,Laura Blackwell,brandonmoore@gmail.com,810.795.3774x17369,"302 Gilbert Glens, Evansfurt, KY 36770",2022-04-01,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2053,Jennifer Rowe,tiffany38@hotmail.com,6362188207,"0170 Garcia Ports Apt. 329, Bryantown, OK 10268",2021-04-28,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2054,Mark Velazquez,coxlaura@reyes-martin.com,001-238-599-8566x94718,"875 Heather Run Suite 814, Thompsontown, KS 49255",2024-12-07,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2055,Emily Ramirez,crystal25@wright.info,796-883-6493,"94579 Berg Ramp, New Erin, IN 24413",2024-10-15,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2056,Stephen Peterson,clarklisa@hotmail.com,+1-353-483-2479x92961,"USCGC Rogers, FPO AP 25056",2022-10-25,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2057,Gary Adams,woodsangela@yahoo.com,9917655570,"8994 Diana Point, Lake Mercedesfort, MD 17996",2023-05-01,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2058,Jill Ferguson,popeangelica@yahoo.com,001-414-751-6743,"1633 Juarez Streets, Justinborough, OK 70254",2021-10-23,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2059,George Powell,eric93@hotmail.com,001-263-067-6894x748,"31020 Cook Pass Suite 624, Port Suzannebury, IN 22492",2021-05-05,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2060,Diana Horton,pmitchell@gmail.com,001-065-573-6192x27306,"507 Mendez Cliff, Brayborough, KS 05460",2020-04-20,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2061,Terry Owens,owells@gmail.com,176-093-3640x15916,"547 Curtis Overpass Apt. 232, Dustinton, ID 56361",2022-09-11,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2062,Jeffrey Singh,stephaniebates@hotmail.com,710.688.7500x808,"392 Kaiser Fields Apt. 324, South Jamesside, OK 94603",2021-09-20,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2063,Robin Anderson,vgarcia@blackwell-thomas.com,9113237759,"4460 Denise Ridge, Jillianfort, IN 84539",2024-12-22,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2064,Karen Tapia,justin59@gmail.com,157-471-0710,"USNS Molina, FPO AP 49938",2022-12-18,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2065,Todd Lee,ybarnes@gmail.com,(518)394-2202x0055,"3269 Phillips Villages, North Ricardo, MN 11890",2020-10-27,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2066,Debra Randall,bautistakathleen@dodson-moore.info,460.282.0594x0237,"1685 Craig Forges, Melissaberg, HI 29614",2020-09-18,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2067,Scott Stanley,moorenancy@yahoo.com,1092535867,"8595 Michael Ramp, Scottbury, NE 62763",2022-09-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2068,Timothy Hamilton,taylor00@mejia.com,007-768-9539,"PSC 3884, Box 8432, APO AA 58788",2019-02-07,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2069,Ryan Brown,ulee@gmail.com,+1-846-447-3602x806,"76962 Daniel Mountains, Robertfurt, NY 30359",2019-07-29,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2070,Omar Davis,caleb67@yahoo.com,672-124-6206,"73123 Fox Port, Williamsfort, CT 26652",2020-10-01,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2071,Anna Ayers,devinvillanueva@hotmail.com,347-561-8895,"436 Ramos Oval Suite 520, East James, SC 16772",2022-11-12,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2072,Justin Lucas,grantjones@arnold.com,457.426.6774,"837 Vasquez Lodge, Jonathanborough, KY 45066",2023-01-27,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2073,Brendan Freeman,donald01@clark-gilmore.net,+1-047-525-4881,"387 Brown Mills, East Deborahburgh, ME 05218",2022-04-07,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2074,Steven Harris,katherinereyes@hotmail.com,(223)606-4235,"14875 Church Tunnel, North James, WV 66156",2022-04-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2075,Kyle Wallace,robertkeller@pearson.org,(344)776-3819,"2348 Haynes Drive, South Melissa, MI 68079",2022-08-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2076,Charles Larsen,wayne67@li.com,001-075-678-1046x8272,"9430 Rachel Neck, Blakeburgh, RI 97219",2024-07-19,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2077,Stuart Shepard,annroth@barnett.com,+1-787-188-5490,"645 Sara Spur, Ericburgh, MO 42211",2023-07-12,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2078,Tim Baker,zpollard@hotmail.com,(034)240-7725x095,"252 Tom Wall Suite 981, Bradleystad, SC 34812",2023-11-01,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2079,Erika Griffin,choijack@hill.biz,(626)220-2873x291,"74775 Finley Burg, Castroside, HI 17324",2020-11-27,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2080,Kimberly Webster,samantha65@hotmail.com,205.301.4911x496,"3715 Glenn Stravenue, New Charles, MT 21875",2019-01-05,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2081,Antonio Cooper,evelyn42@yahoo.com,2931153824,"90050 Jessica Cove, Elizabethmouth, VT 92779",2020-07-30,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2082,Rebekah Howe,andrew39@maddox-williams.com,(430)123-1984x246,"30094 Fowler Knolls Apt. 858, Mercadoview, GA 96705",2019-06-28,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2083,Erin Olson,williamstaylor@wilson.com,001-530-056-4677x610,"441 Leslie Crescent Suite 843, New Linda, NE 41319",2023-12-15,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2084,David Savage Jr.,hernandeztara@gmail.com,+1-053-754-5938x5256,"USS Peterson, FPO AA 85180",2020-05-30,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2085,William Castro,linancy@calderon-rich.com,+1-059-894-9270x39640,"9016 Green Common, New Robert, OR 46523",2022-10-30,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2086,Abigail Cain,cwright@hotmail.com,228-794-1497x7791,"358 Wilson Lakes, East Markville, CA 76640",2019-02-08,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2087,Selena Navarro,lstanton@zamora.com,+1-456-286-9679x54164,"31151 Parker Skyway, South Latashaview, AK 51724",2024-05-21,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2088,Mrs. Natasha Kirk DDS,carterangela@silva-hess.org,+1-122-148-6032x1470,"372 Miller Views, East Jay, HI 58775",2021-11-21,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2089,Sabrina Nelson,michelemiller@hansen-mcdaniel.com,+1-873-553-0658x9764,"04974 Zamora Path Apt. 708, East Conniemouth, TN 72400",2021-02-07,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2090,Jared Johnson,donald68@gmail.com,852-355-6856x39301,"08813 Moore Street, North Alan, MS 04693",2019-10-15,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2091,Roberta Anderson,ryan64@gmail.com,679-750-0473x91163,"662 Vang Heights, North Jessica, ME 54941",2023-10-03,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2092,Erin Lawson,osullivan@hotmail.com,001-827-129-0957,"0524 Isabel Turnpike Suite 926, Port David, MD 45356",2022-02-15,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2093,Jeremy Lynch DVM,zortiz@yahoo.com,+1-093-695-7573x9228,"127 Frances Manors Apt. 197, Milesville, CA 58050",2020-12-13,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2094,Alexander York,tthomas@krause.org,+1-887-938-0322x77667,"349 Coffey Ferry Apt. 081, Woodfort, KS 58043",2024-12-08,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2095,Renee Moore,robertstracey@gmail.com,842-909-5869,"1909 Martinez Dam, Harrisville, ND 20627",2020-11-26,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2096,Peter Boyer,dennis37@hotmail.com,637-305-6004x83365,"17916 Joshua Meadow, Peterside, AL 39540",2019-09-17,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2097,Tammy May,millshannah@perez.com,(464)811-3042x4217,"585 Smith Spurs, East Scottchester, ME 14063",2020-10-06,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2098,Jason Chung,elizabeth08@salinas.com,037-865-1937,"229 Gamble Motorway, Lake Michael, ME 03568",2020-03-26,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2099,Timothy Ward,carl59@medina.com,(787)643-8427,"4823 Garrett Causeway, Leslieborough, KS 98409",2024-08-26,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2100,Robin Davis,mpearson@caldwell-dominguez.com,301.579.7411,"8974 John Crossing, Port Aliciamouth, RI 78142",2023-04-25,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2101,John Strong,gschmidt@guzman.com,+1-733-973-4144x911,"USS Rosales, FPO AA 33771",2023-11-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2102,Martha Lee,angela16@wood.com,668.097.3321x747,"24158 Henry Radial, Hollandbury, AK 61483",2021-12-24,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2103,Jamie Baker,lisastone@olson-mitchell.com,(106)271-2767x6233,"0743 Rowland Flats Suite 013, South Reginald, OR 14500",2022-06-29,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2104,Jessica Stone,fmedina@yahoo.com,4745988085,"Unit 1844 Box 6911, DPO AA 85436",2022-03-13,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2105,Amanda Russo,kyle66@gmail.com,(426)144-5227x311,"PSC 8893, Box 7363, APO AP 71973",2019-02-25,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2106,Ryan Liu,nicole85@gmail.com,543.337.8436x517,"68833 Dana Walk Suite 271, New Matthewtown, KY 35343",2023-10-22,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2107,Kara Boyd,greeneralph@alexander-patterson.com,6214934505,"1218 Katelyn Villages, Mariachester, MT 46130",2022-02-22,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2108,Jennifer Reeves,rlopez@hotmail.com,133-491-6558,"8715 Richard Shoals Suite 644, Longview, MI 90742",2021-11-23,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2109,Gabrielle Best,hansonjohn@odom-olson.biz,001-054-443-9138x599,"216 Brian Drive Apt. 734, Port Christopher, OR 23258",2024-11-29,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2110,Elaine Martin,fcollins@gmail.com,(132)706-0083x81459,"2483 Thomas Valley, Troychester, NY 82978",2022-07-26,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2111,Diana Lamb,caitlin27@kirby.org,232-614-7820,"68038 Hernandez Vista Apt. 203, Bergerchester, VT 33523",2022-11-02,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2112,Heather Gray,kimberlyross@yahoo.com,+1-604-169-4609x99565,"4532 House Heights, Kristinabury, ND 74021",2021-02-17,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2113,David Lutz,connie87@gmail.com,(057)046-8183,"328 Tina Ports, Kevinborough, IN 32117",2023-11-04,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2114,Sharon Johnson,monica01@yahoo.com,290.876.9995x929,"11600 Mccoy Turnpike Suite 476, West Rebeccamouth, MA 85292",2020-08-03,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2115,Samantha Morrow,nmills@mccormick.com,279-657-0659x61572,"Unit 8332 Box 8666, DPO AP 53359",2019-01-25,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2116,Jennifer Jones,kevinthornton@myers-mcmahon.com,(737)106-8460,"0304 Foster Station, Stephanieland, IA 45582",2024-09-25,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2117,Kimberly Robinson,ntaylor@wilson-roberts.com,9664953803,"719 Amanda Terrace Apt. 636, East Lauraberg, TX 43654",2020-09-28,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2118,Victoria Moran,kristenscott@gmail.com,001-677-176-2882x2002,"443 Rodriguez Radial, Port Josephton, WA 31473",2023-04-23,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2119,Patricia Cochran,youngjason@taylor.com,786-677-5783,"PSC 6085, Box 0032, APO AE 97736",2023-01-18,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2120,Larry Franklin,ywilliams@flores-jacobson.com,831-827-0479x5452,"5628 Torres Villages, North Jonathan, FL 07466",2024-03-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2121,Jessica Green,kelsey62@gmail.com,+1-246-941-1108,"398 Murphy Cove Suite 399, Rebeccaview, KY 56697",2019-05-29,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2122,Katherine Smith,bobbyjordan@yahoo.com,+1-031-367-3224x6710,"52690 Chad Fall, Davisberg, NY 70460",2023-08-14,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2123,Cole Vasquez,matthew35@harmon-flores.biz,4229984924,"466 Russell Manors Apt. 595, Port Jerrytown, NH 08999",2021-07-24,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2124,Kelly Andrews,bushjoseph@contreras.com,835.972.5169,"016 Amanda Garden, Port Savannah, LA 80998",2019-03-06,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2125,Anita Watson DDS,xmanning@ruiz.biz,(070)328-2123x098,"1328 Clarke Vista, New Oscarmouth, SC 41630",2023-01-23,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2126,Sophia Oliver,roseholly@jones.org,691-544-5612x60310,"6333 Stephanie Prairie Apt. 442, East Steven, MO 56214",2024-12-07,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2127,Stephanie Conner,cgarcia@bennett.net,193.454.9332,"30614 Christine Flat Suite 534, Deborahfort, MD 12084",2020-10-11,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2128,Alexandria Gutierrez,francisgeorge@yahoo.com,853.946.0024,"USCGC Williams, FPO AA 73896",2021-03-07,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2129,Victor Serrano,brenda92@vance-wright.com,469-474-4730x486,"433 Carter Pass Suite 299, Lake Johnburgh, MN 21659",2022-12-22,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2130,Brian Elliott,navarrokatherine@gmail.com,001-990-788-3260,"385 Jackson Mission Suite 031, South Sharonshire, DE 90308",2024-07-28,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2131,Nathaniel Hood,wmartinez@hartman.com,001-094-015-9275x4671,"7444 Ferguson Plaza Suite 937, East Tracyberg, SD 60964",2019-03-20,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2132,Sabrina Smith,jaredcarter@scott-jones.info,001-887-585-2981x821,"2900 Jessica Neck, New Douglasberg, WA 77528",2021-10-17,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2133,Jeffrey Marshall,millernicholas@gmail.com,+1-176-715-1451x44266,"8450 Rogers Square, Lake Jonathan, MT 66534",2021-09-18,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2134,Casey Berry,wmiller@ewing.org,+1-561-641-3465x72914,"1345 Gary Mountains Apt. 816, Port Amy, VA 11083",2022-01-29,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2135,Maria Smith,wsimmons@foster.com,+1-248-105-7442,"276 Nicholas Pine, Lake Angelaside, OR 47019",2021-01-28,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2136,Brandon Long,cynthia66@morris.com,722.036.9733x86434,"410 Smith Spurs, Ginaside, RI 74973",2023-09-17,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2137,Morgan Curtis,emilyrivera@walton.com,(824)482-6597x57758,"819 Daniel Motorway, Jamiebury, MS 03987",2019-11-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2138,Sean Foster,brooksrobert@gmail.com,9375144387,"62149 Gerald Burgs Suite 423, Amystad, OK 97975",2024-01-10,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2139,Carolyn James,evansdavid@hotmail.com,7592893933,"348 Christopher Groves, Rosalesport, MA 00753",2021-08-27,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2140,Lorraine Stone,taylor41@yahoo.com,(255)321-1442,"8574 Martin Fort, Lake Steven, FL 17897",2024-01-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2141,Robin Carlson,chloeschmidt@yahoo.com,052-012-5908,"283 Neal Manors Suite 319, Reedchester, UT 41719",2024-09-15,Duplicate key constraint violation,2025-08-22 23:10:40.979467
CUST2142,Jennifer Palmer,lauriebenton@garcia-nguyen.com,001-112-088-7787x368,"83857 Sharon Passage, East Ryanview, IA 47194",2020-02-16,Duplicate key constraint violation,2025-08-22 23:10:40.979467
